"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2017年11月24日","29,866.32","29,788.18","29,918.92","29,696.59","1.58B","0.53%"
"2017年11月23日","29,707.94","30,033.18","30,169.99","29,593.79","2.16B","-0.99%"
"2017年11月22日","30,003.49","30,087.19","30,199.69","29,911.07","2.55B","0.62%"
"2017年11月21日","29,818.07","29,369.69","29,818.07","29,343.48","2.54B","1.91%"
"2017年11月20日","29,260.31","29,227.08","29,299.87","29,089.58","1.67B","0.21%"
"2017年11月17日","29,199.04","29,214.36","29,341.92","29,158.35","2.13B","0.62%"
"2017年11月16日","29,018.76","28,963.77","29,095.49","28,877.76","1.55B","0.58%"
"2017年11月15日","28,851.69","29,026.11","29,106.49","28,851.69","2.11B","-1.03%"
"2017年11月14日","29,152.12","29,272.10","29,320.03","29,143.63","1.75B","-0.10%"
"2017年11月13日","29,182.18","29,058.23","29,258.50","29,058.23","1.84B","0.21%"
"2017年11月10日","29,120.92","29,060.13","29,237.85","29,036.45","1.84B","-0.05%"
"2017年11月9日","29,136.57","28,987.79","29,192.51","28,960.05","1.88B","0.79%"
"2017年11月8日","28,907.60","28,950.50","29,123.44","28,885.07","1.89B","-0.30%"
"2017年11月7日","28,994.34","28,715.40","29,017.40","28,715.07","2.19B","1.39%"
"2017年11月6日","28,596.80","28,616.35","28,650.79","28,137.77","2.33B","-0.02%"
"2017年11月3日","28,603.61","28,603.51","28,661.29","28,542.66","1.63B","0.30%"
"2017年11月2日","28,518.64","28,604.95","28,643.58","28,492.20","2.22B","-0.26%"
"2017年11月1日","28,594.06","28,387.55","28,606.59","28,329.50","2.39B","1.23%"
"2017年10月31日","28,245.54","28,247.00","28,354.11","28,183.79","2.52B","-0.32%"
"2017年10月30日","28,336.19","28,585.15","28,650.82","28,336.19","2.20B","-0.36%"
"2017年10月27日","28,438.85","28,332.91","28,494.52","28,305.73","2.33B","0.84%"
"2017年10月26日","28,202.38","28,165.61","28,316.20","28,102.75","1.48B","-0.36%"
"2017年10月25日","28,302.89","28,238.85","28,387.21","28,198.56","1.31B","0.53%"
"2017年10月24日","28,154.97","28,232.62","28,356.10","28,098.83","1.47B","-0.53%"
"2017年10月23日","28,305.88","28,557.80","28,557.80","28,253.32","1.77B","-0.64%"
"2017年10月20日","28,487.24","28,360.02","28,519.76","28,313.70","1.54B","1.17%"
"2017年10月19日","28,159.09","28,783.85","28,798.78","28,094.54","2.19B","-1.92%"
"2017年10月18日","28,711.76","28,636.20","28,729.34","28,629.73","1.47B","0.05%"
"2017年10月17日","28,697.49","28,777.18","28,777.18","28,641.95","1.33B","0.02%"
"2017年10月16日","28,692.80","28,661.98","28,792.06","28,620.38","1.79B","0.76%"
"2017年10月13日","28,476.43","28,423.65","28,492.39","28,369.87","1.67B","0.06%"
"2017年10月12日","28,459.03","28,431.05","28,528.71","28,343.32","1.63B","0.24%"
"2017年10月11日","28,389.57","28,622.01","28,625.66","28,330.73","1.93B","-0.36%"
"2017年10月10日","28,490.83","28,334.92","28,503.84","28,260.20","1.43B","0.58%"
"2017年10月9日","28,326.59","28,440.17","28,488.35","28,282.01","1.80B","-0.46%"
"2017年10月6日","28,458.04","28,626.41","28,626.41","28,377.85","2.03B","0.28%"
"2017年10月4日","28,379.18","28,311.27","28,521.77","28,311.27","2.16B","0.73%"
"2017年10月3日","28,173.21","27,884.21","28,194.16","27,737.38","3.54B","2.25%"
"2017年9月29日","27,554.30","27,492.13","27,581.13","27,383.16","1.72B","0.48%"
"2017年9月28日","27,421.60","27,661.27","27,665.16","27,421.60","2.03B","-0.80%"
"2017年9月27日","27,642.43","27,503.05","27,673.40","27,503.05","1.87B","0.47%"
"2017年9月26日","27,513.01","27,308.61","27,567.88","27,300.37","1.74B","0.05%"
"2017年9月25日","27,500.34","27,851.54","27,851.54","27,476.27","1.86B","-1.36%"
"2017年9月22日","27,880.53","27,949.83","27,960.92","27,845.52","1.42B","-0.82%"
"2017年9月21日","28,110.33","28,091.24","28,184.37","28,046.94","1.68B","-0.06%"
"2017年9月20日","28,127.80","28,099.29","28,149.36","28,013.11","1.54B","0.27%"
"2017年9月19日","28,051.41","28,200.54","28,248.12","28,032.17","1.65B","-0.38%"
"2017年9月18日","28,159.77","27,971.37","28,160.39","27,917.18","1.59B","1.27%"
"2017年9月15日","27,807.59","27,736.60","27,893.58","27,514.04","2.23B","0.11%"
"2017年9月14日","27,777.20","27,788.84","27,895.07","27,699.09","1.70B","-0.42%"
"2017年9月13日","27,894.08","27,984.27","27,984.27","27,751.28","1.48B","-0.28%"
"2017年9月12日","27,972.24","28,068.70","28,071.54","27,883.83","1.35B","0.06%"
"2017年9月11日","27,955.13","27,877.69","27,976.98","27,859.00","1.42B","1.04%"
"2017年9月8日","27,668.47","27,571.59","27,708.09","27,569.13","1.46B","0.53%"
"2017年9月7日","27,522.92","27,817.87","27,817.87","27,492.82","1.83B","-0.33%"
"2017年9月6日","27,613.76","27,671.56","27,684.26","27,421.79","1.72B","-0.46%"
"2017年9月5日","27,741.35","27,797.44","27,871.76","27,685.30","1.28B","0.00%"
"2017年9月4日","27,740.26","27,881.71","27,884.46","27,662.29","1.68B","-0.76%"
"2017年9月1日","27,953.16","28,015.22","28,116.70","27,915.44","1.81B","-0.06%"
"2017年8月31日","27,970.30","27,934.45","27,994.06","27,861.48","2.88B","-0.44%"
"2017年8月30日","28,094.61","27,957.74","28,127.90","27,912.82","2.21B","1.19%"
"2017年8月29日","27,765.01","27,744.58","27,839.83","27,638.73","1.77B","-0.35%"
"2017年8月28日","27,863.29","27,905.59","28,071.59","27,806.05","3.11B","0.05%"
"2017年8月25日","27,848.16","27,539.11","27,878.37","27,480.11","3.91B","1.20%"
"2017年8月24日","27,518.60","27,642.23","27,642.23","27,485.87","2.77B","0.05%"
"2017年8月23日","27,506.00","27,555.00","27,558.00","27,462.00","-","0.38%"
"2017年8月22日","27,401.67","27,322.20","27,509.06","27,316.08","2.11B","0.91%"
"2017年8月21日","27,154.68","27,100.63","27,221.31","27,086.43","1.83B","0.40%"
"2017年8月18日","27,047.57","26,999.60","27,236.32","26,951.92","1.74B","-1.08%"
"2017年8月17日","27,344.22","27,610.29","27,624.52","27,302.48","1.85B","-0.24%"
"2017年8月16日","27,409.07","27,238.81","27,422.30","27,238.81","1.83B","0.86%"
"2017年8月15日","27,174.96","27,371.25","27,438.42","27,174.96","2.82B","-0.28%"
"2017年8月14日","27,250.23","27,091.77","27,268.23","27,032.40","1.46B","1.36%"
"2017年8月11日","26,883.51","27,000.43","27,184.21","26,863.71","3.23B","-2.04%"
"2017年8月10日","27,444.00","27,791.36","27,791.36","27,267.03","2.24B","-1.13%"
"2017年8月9日","27,757.09","27,760.08","27,876.12","27,602.66","1.70B","-0.35%"
"2017年8月8日","27,854.91","27,684.60","27,867.56","27,626.19","1.78B","0.59%"
"2017年8月7日","27,690.36","27,665.71","27,731.92","27,629.20","1.53B","0.46%"
"2017年8月4日","27,562.68","27,564.71","27,615.03","27,508.11","1.51B","0.12%"
"2017年8月3日","27,531.01","27,533.51","27,601.05","27,399.58","1.73B","-0.28%"
"2017年8月2日","27,607.38","27,645.28","27,747.35","27,570.50","2.12B","0.24%"
"2017年8月1日","27,540.23","27,326.04","27,558.00","27,326.04","2.47B","0.79%"
"2017年7月31日","27,323.99","27,048.45","27,324.38","27,045.41","1.75B","1.28%"
"2017年7月28日","26,979.39","27,007.97","27,047.88","26,928.44","1.50B","-0.56%"
"2017年7月27日","27,131.17","27,002.70","27,169.15","26,962.03","1.82B","0.71%"
"2017年7月26日","26,941.02","26,960.81","27,007.27","26,786.63","2.24B","0.33%"
"2017年7月25日","26,852.05","26,847.58","26,889.70","26,799.77","1.50B","0.02%"
"2017年7月24日","26,846.83","26,720.04","26,882.00","26,674.50","1.58B","0.53%"
"2017年7月21日","26,706.09","26,777.44","26,778.42","26,663.25","1.55B","-0.13%"
"2017年7月20日","26,740.21","26,770.48","26,794.18","26,632.98","1.45B","0.26%"
"2017年7月19日","26,672.16","26,561.81","26,682.64","26,541.56","1.39B","0.56%"
"2017年7月18日","26,524.94","26,489.52","26,540.17","26,381.14","1.93B","0.21%"
"2017年7月17日","26,470.58","26,572.92","26,618.66","26,353.83","1.89B","0.31%"
"2017年7月14日","26,389.23","26,416.68","26,416.68","26,295.99","1.80B","0.16%"
"2017年7月13日","26,346.17","26,340.29","26,383.76","26,255.31","2.03B","1.16%"
"2017年7月12日","26,043.64","25,991.35","26,147.30","25,991.35","2.78B","0.64%"
"2017年7月11日","25,877.64","25,605.19","25,941.47","25,596.21","2.30B","1.48%"
"2017年7月10日","25,500.06","25,392.03","25,622.75","25,331.95","1.80B","0.63%"
"2017年7月7日","25,340.85","25,377.21","25,409.90","25,315.91","1.53B","-0.49%"
"2017年7月6日","25,465.22","25,574.57","25,599.70","25,436.83","1.54B","-0.22%"
"2017年7月5日","25,521.97","25,354.38","25,559.18","25,199.86","1.93B","0.52%"
"2017年7月4日","25,389.01","25,782.85","25,838.27","25,251.72","2.48B","-1.53%"
"2017年7月3日","25,784.17","25,654.77","25,821.39","25,654.77","1.55B","0.08%"
"2017年6月30日","25,764.58","25,679.64","25,816.25","25,661.43","1.67B","-0.77%"
"2017年6月29日","25,965.42","25,872.93","25,965.42","25,814.80","1.80B","1.10%"
"2017年6月28日","25,683.50","25,735.21","25,821.36","25,625.71","1.70B","-0.61%"
"2017年6月27日","25,839.99","25,911.20","25,929.61","25,780.69","1.22B","-0.12%"
"2017年6月26日","25,871.89","25,727.93","25,875.48","25,720.38","1.24B","0.79%"
"2017年6月23日","25,670.05","25,724.28","25,770.37","25,648.77","1.34B","-0.02%"
"2017年6月22日","25,674.53","25,597.46","25,867.94","25,597.46","1.60B","-0.08%"
"2017年6月21日","25,694.58","25,752.27","25,846.52","25,575.98","1.75B","-0.57%"
"2017年6月20日","25,843.04","26,028.43","26,043.10","25,833.93","1.29B","-0.31%"
"2017年6月19日","25,924.55","25,736.20","25,939.72","25,735.07","1.15B","1.16%"
"2017年6月16日","25,626.49","25,601.81","25,719.97","25,557.80","1.75B","0.24%"
"2017年6月15日","25,565.34","25,772.28","25,772.28","25,565.34","1.71B","-1.20%"
"2017年6月14日","25,875.90","25,915.46","25,915.46","25,713.02","1.49B","0.09%"
"2017年6月13日","25,852.10","25,826.52","25,883.22","25,722.63","1.36B","0.56%"
"2017年6月12日","25,708.04","25,925.45","25,957.78","25,689.23","1.66B","-1.24%"
"2017年6月9日","26,030.29","26,090.33","26,090.33","25,922.68","2.98B","-0.13%"
"2017年6月8日","26,063.06","25,974.00","26,069.98","25,923.21","1.68B","0.34%"
"2017年6月7日","25,974.16","26,025.21","26,073.44","25,898.82","2.06B","-0.09%"
"2017年6月6日","25,997.14","25,819.53","26,019.01","25,805.02","1.59B","0.52%"
"2017年6月5日","25,862.99","25,976.36","25,998.66","25,801.84","1.82B","-0.24%"
"2017年6月2日","25,924.05","25,926.06","25,973.00","25,851.85","2.05B","0.44%"
"2017年6月1日","25,809.22","25,736.35","25,834.75","25,614.61","2.08B","0.58%"
"2017年5月31日","25,660.65","25,706.45","25,817.95","25,650.06","3.09B","-0.16%"
"2017年5月29日","25,701.63","25,672.40","25,744.72","25,579.15","1.11B","0.24%"
"2017年5月26日","25,639.27","25,670.98","25,724.40","25,588.70","1.50B","0.03%"
"2017年5月25日","25,630.78","25,511.46","25,680.67","25,491.78","1.95B","0.80%"
"2017年5月24日","25,428.50","25,382.26","25,428.50","25,296.66","1.45B","0.10%"
"2017年5月23日","25,403.15","25,415.57","25,486.98","25,307.27","1.81B","0.05%"
"2017年5月22日","25,391.34","25,318.29","25,450.04","25,201.34","1.45B","0.86%"
"2017年5月19日","25,174.87","25,171.66","25,266.22","25,124.06","1.35B","0.15%"
"2017年5月18日","25,136.52","25,034.19","25,263.81","25,025.05","1.73B","-0.62%"
"2017年5月17日","25,293.63","25,355.76","25,374.95","25,245.44","1.56B","-0.17%"
"2017年5月16日","25,335.94","25,413.35","25,413.35","25,228.46","1.85B","-0.14%"
"2017年5月15日","25,371.59","25,233.31","25,385.72","25,213.47","2.28B","0.86%"
"2017年5月12日","25,156.34","25,126.48","25,211.28","25,087.32","1.46B","0.12%"
"2017年5月11日","25,125.55","25,101.53","25,203.54","25,024.76","1.69B","0.44%"
"2017年5月10日","25,015.42","24,931.82","25,164.97","24,931.82","2.37B","0.51%"
"2017年5月9日","24,889.03","24,656.95","24,889.83","24,548.97","1.42B","1.27%"
"2017年5月8日","24,577.91","24,604.29","24,624.21","24,476.20","1.40B","0.41%"
"2017年5月5日","24,476.35","24,625.35","24,634.28","24,358.72","2.09B","-0.84%"
"2017年5月4日","24,683.88","24,680.45","24,683.88","24,530.93","1.81B","-0.05%"
"2017年5月2日","24,696.13","24,773.80","24,773.80","24,577.33","1.66B","0.33%"
"2017年4月28日","24,615.13","24,691.29","24,697.03","24,563.77","1.22B","-0.34%"
"2017年4月27日","24,698.48","24,663.10","24,717.44","24,455.12","1.62B","0.49%"
"2017年4月26日","24,578.43","24,563.25","24,637.85","24,515.23","1.72B","0.50%"
"2017年4月25日","24,455.94","24,204.78","24,455.94","24,201.91","1.94B","1.31%"
"2017年4月24日","24,139.48","24,185.76","24,206.44","23,958.18","1.38B","0.41%"
"2017年4月21日","24,042.02","24,143.04","24,190.14","23,991.87","1.39B","-0.06%"
"2017年4月20日","24,056.98","23,851.02","24,058.87","23,827.07","1.56B","0.97%"
"2017年4月19日","23,825.88","23,875.98","23,893.14","23,723.87","1.57B","-0.41%"
"2017年4月18日","23,924.54","24,268.17","24,276.31","23,892.59","1.55B","-1.39%"
"2017年4月13日","24,261.66","24,173.42","24,378.38","24,158.16","1.33B","-0.21%"
"2017年4月12日","24,313.50","24,068.91","24,313.50","23,994.13","1.53B","0.93%"
"2017年4月11日","24,088.46","24,280.87","24,318.15","24,007.85","1.80B","-0.72%"
"2017年4月10日","24,262.18","24,302.01","24,314.66","24,215.54","1.19B","-0.02%"
"2017年4月7日","24,267.30","24,247.01","24,268.39","23,982.40","2.25B","-0.03%"
"2017年4月6日","24,273.72","24,310.41","24,381.63","24,210.69","1.72B","-0.52%"
"2017年4月5日","24,400.80","24,370.95","24,400.80","24,166.01","2.70B","0.57%"
"2017年4月3日","24,261.48","24,236.56","24,261.48","24,162.55","1.71B","0.62%"
"2017年3月31日","24,111.59","24,305.53","24,329.98","24,105.38","1.73B","-0.78%"
"2017年3月30日","24,301.09","24,429.12","24,431.12","24,250.40","1.77B","-0.37%"
"2017年3月29日","24,392.05","24,470.66","24,470.66","24,330.70","1.83B","0.19%"
"2017年3月28日","24,345.87","24,329.17","24,360.00","24,274.52","1.51B","0.63%"
"2017年3月27日","24,193.70","24,235.69","24,434.90","24,138.78","1.73B","-0.68%"
"2017年3月24日","24,358.27","24,396.41","24,420.77","24,263.17","1.78B","0.13%"
"2017年3月23日","24,327.70","24,381.04","24,466.73","24,271.26","1.80B","0.03%"
"2017年3月22日","24,320.41","24,336.33","24,380.42","24,207.10","2.14B","-1.11%"
"2017年3月21日","24,593.12","24,565.73","24,656.65","24,500.35","2.06B","0.37%"
"2017年3月20日","24,501.99","24,312.57","24,501.99","24,312.57","1.72B","0.79%"
"2017年3月17日","24,309.93","24,376.13","24,385.81","24,237.97","2.51B","0.09%"
"2017年3月16日","24,288.28","24,101.98","24,288.28","24,003.75","2.58B","2.08%"
"2017年3月15日","23,792.85","23,705.07","23,842.81","23,645.51","1.35B","-0.15%"
"2017年3月14日","23,827.95","23,871.00","23,918.12","23,768.34","1.86B","-0.01%"
"2017年3月13日","23,829.67","23,643.30","23,877.59","23,567.93","2.02B","1.11%"
"2017年3月10日","23,568.67","23,534.98","23,603.77","23,438.86","1.53B","0.29%"
"2017年3月9日","23,501.56","23,667.77","23,673.58","23,456.06","1.78B","-1.18%"
"2017年3月8日","23,782.27","23,627.28","23,816.23","23,563.14","1.82B","0.43%"
"2017年3月7日","23,681.07","23,630.35","23,728.00","23,585.77","1.28B","0.36%"
"2017年3月6日","23,596.28","23,600.49","23,691.05","23,574.28","1.44B","0.18%"
"2017年3月3日","23,552.72","23,618.36","23,635.24","23,511.60","2.39B","-0.74%"
"2017年3月2日","23,728.07","24,044.48","24,080.87","23,694.33","2.11B","-0.20%"
"2017年3月1日","23,776.49","23,849.22","23,857.28","23,730.05","1.65B","0.15%"
"2017年2月28日","23,740.73","23,952.64","24,007.81","23,740.73","1.67B","-0.77%"
"2017年2月27日","23,925.05","23,941.81","24,067.68","23,822.88","1.73B","-0.17%"
"2017年2月24日","23,965.70","24,115.61","24,121.91","23,958.13","1.75B","-0.62%"
"2017年2月23日","24,114.86","24,122.18","24,216.53","24,046.91","1.88B","-0.36%"
"2017年2月22日","24,201.96","24,059.09","24,201.96","23,999.55","2.23B","0.99%"
"2017年2月21日","23,963.63","24,174.11","24,213.64","23,909.15","1.84B","-0.76%"
"2017年2月20日","24,146.08","24,066.00","24,202.34","24,022.15","1.94B","0.47%"
"2017年2月17日","24,033.74","24,077.87","24,106.34","23,944.68","2.30B","-0.31%"
"2017年2月16日","24,107.70","24,139.31","24,161.39","23,969.57","3.81B","0.47%"
"2017年2月15日","23,994.87","23,771.95","24,067.62","23,771.95","3.84B","1.23%"
"2017年2月14日","23,703.01","23,695.29","23,735.11","23,614.47","1.96B","-0.03%"
"2017年2月13日","23,710.98","23,664.53","23,751.92","23,615.39","1.99B","0.58%"
"2017年2月10日","23,574.98","23,645.90","23,718.47","23,573.85","2.14B","0.21%"
"2017年2月9日","23,525.14","23,533.52","23,644.63","23,489.65","2.74B","0.17%"
"2017年2月8日","23,485.13","23,284.76","23,520.77","23,160.99","2.60B","0.66%"
"2017年2月7日","23,331.57","23,287.89","23,403.60","23,256.69","1.52B","-0.07%"
"2017年2月6日","23,348.24","23,239.29","23,348.24","23,149.70","1.44B","0.95%"
"2017年2月3日","23,129.21","23,216.97","23,226.92","22,997.46","1.34B","-0.24%"
"2017年2月2日","23,184.52","23,309.46","23,439.02","23,131.37","987.80M","-0.57%"
"2017年2月1日","23,318.39","23,211.88","23,318.39","23,082.62","1.52B","-0.18%"
"2017年1月27日","23,360.78","23,339.15","23,397.09","23,307.05","777.90M","-0.06%"
"2017年1月26日","23,374.17","23,173.46","23,386.41","23,145.31","1.86B","1.41%"
"2017年1月25日","23,049.12","23,066.40","23,066.40","22,961.38","1.19B","0.43%"
"2017年1月24日","22,949.86","22,965.25","22,986.45","22,907.78","1.46B","0.22%"
"2017年1月23日","22,898.52","22,926.30","23,068.08","22,861.29","1.07B","0.06%"
"2017年1月20日","22,885.91","22,966.53","22,987.68","22,858.25","1.21B","-0.71%"
"2017年1月19日","23,049.96","23,104.35","23,104.35","22,941.96","1.17B","-0.21%"
"2017年1月18日","23,098.26","22,889.33","23,151.75","22,882.02","1.69B","1.13%"
"2017年1月17日","22,840.97","22,819.87","22,867.84","22,710.93","1.05B","0.54%"
"2017年1月16日","22,718.15","22,895.36","22,908.86","22,657.35","1.35B","-0.96%"
"2017年1月13日","22,937.38","22,879.57","22,971.45","22,859.28","1.41B","0.47%"
"2017年1月12日","22,829.02","22,956.44","22,971.49","22,751.67","1.50B","-0.46%"
"2017年1月11日","22,935.35","22,816.01","22,944.58","22,767.37","1.60B","0.84%"
"2017年1月10日","22,744.85","22,561.17","22,744.85","22,549.86","1.47B","0.83%"
"2017年1月9日","22,558.69","22,561.11","22,626.43","22,476.35","1.34B","0.25%"
"2017年1月6日","22,503.01","22,583.29","22,605.66","22,445.78","1.43B","0.21%"
"2017年1月5日","22,456.69","22,302.64","22,483.01","22,230.31","1.89B","1.46%"
"2017年1月4日","22,134.47","22,201.08","22,228.06","22,076.63","1.48B","-0.07%"
"2017年1月3日","22,150.40","21,993.36","22,189.31","21,883.82","1.34B","0.68%"
"2016年12月30日","22,000.56","21,818.91","22,069.62","21,818.91","2.47B","0.96%"
"2016年12月29日","21,790.91","21,591.04","21,810.40","21,587.07","1.93B","0.17%"
"2016年12月28日","21,754.74","21,562.70","21,811.96","21,488.82","2.24B","0.83%"
"2016年12月23日","21,574.76","21,553.78","21,601.07","21,491.83","1.83B","-0.28%"
"2016年12月22日","21,636.20","21,800.22","21,822.18","21,594.58","1.48B","-0.80%"
"2016年12月21日","21,809.80","21,770.89","21,910.39","21,755.85","1.24B","0.37%"
"2016年12月20日","21,729.06","21,767.61","21,873.56","21,667.19","1.34B","-0.47%"
"2016年12月19日","21,832.68","21,945.84","21,955.94","21,786.56","1.37B","-0.85%"
"2016年12月16日","22,020.75","21,996.38","22,155.14","21,965.68","1.96B","-0.18%"
"2016年12月15日","22,059.40","22,257.71","22,305.07","21,999.30","2.58B","-1.77%"
"2016年12月14日","22,456.62","22,596.71","22,627.60","22,456.62","1.88B","0.04%"
"2016年12月13日","22,446.70","22,407.62","22,458.42","22,292.65","1.78B","0.06%"
"2016年12月12日","22,433.02","22,860.27","22,863.61","22,375.58","2.08B","-1.44%"
"2016年12月9日","22,760.98","22,765.84","22,813.85","22,660.22","1.62B","-0.44%"
"2016年12月8日","22,861.84","23,027.38","23,076.24","22,817.32","1.76B","0.27%"
"2016年12月7日","22,800.92","22,805.13","22,843.01","22,708.88","1.14B","0.55%"
"2016年12月6日","22,675.15","22,694.27","22,746.67","22,625.32","1.30B","0.75%"
"2016年12月5日","22,505.55","22,580.75","22,628.13","22,375.28","1.68B","-0.26%"
"2016年12月2日","22,564.82","22,736.84","22,756.01","22,559.20","2.56B","-1.37%"
"2016年12月1日","22,878.23","22,948.65","23,012.28","22,837.53","2.19B","0.39%"
"2016年11月30日","22,789.77","22,842.36","22,889.47","22,755.00","2.13B","0.23%"
"2016年11月29日","22,737.07","22,739.51","22,868.14","22,724.59","1.75B","-0.41%"
"2016年11月28日","22,830.57","22,738.94","22,964.02","22,738.94","1.87B","0.47%"
"2016年11月25日","22,723.45","22,609.22","22,764.34","22,589.53","1.43B","0.51%"
"2016年11月24日","22,608.49","22,574.82","22,647.38","22,487.54","1.17B","-0.30%"
"2016年11月23日","22,676.69","22,702.41","22,804.26","22,640.95","1.82B","-0.01%"
"2016年11月22日","22,678.07","22,491.71","22,719.42","22,484.60","1.91B","1.43%"
"2016年11月21日","22,357.78","22,313.04","22,480.75","22,227.80","1.41B","0.06%"
"2016年11月18日","22,344.21","22,239.23","22,374.36","22,146.88","1.16B","0.37%"
"2016年11月17日","22,262.88","22,170.07","22,367.47","22,114.02","1.40B","-0.08%"
"2016年11月16日","22,280.53","22,439.98","22,499.39","22,280.53","1.66B","-0.19%"
"2016年11月15日","22,323.91","22,270.90","22,411.12","22,254.09","1.51B","0.46%"
"2016年11月14日","22,222.22","22,344.23","22,359.01","22,118.87","1.97B","-1.37%"
"2016年11月11日","22,531.09","22,622.46","22,673.31","22,442.75","2.17B","-1.35%"
"2016年11月10日","22,839.11","22,848.74","22,918.34","22,777.51","1.64B","1.89%"
"2016年11月9日","22,415.19","23,048.32","23,048.32","21,957.71","3.66B","-2.16%"
"2016年11月8日","22,909.47","22,981.91","22,996.97","22,820.39","1.05B","0.47%"
"2016年11月7日","22,801.40","22,682.71","22,867.24","22,623.84","1.42B","0.70%"
"2016年11月4日","22,642.62","22,611.54","22,771.61","22,587.59","1.05B","-0.18%"
"2016年11月3日","22,683.51","22,708.55","22,855.01","22,683.51","1.17B","-0.56%"
"2016年11月2日","22,810.50","22,946.06","22,956.85","22,785.35","1.09B","-1.45%"
"2016年11月1日","23,147.07","23,015.06","23,268.05","23,015.06","1.59B","0.93%"
"2016年10月31日","22,934.54","22,845.82","23,045.53","22,775.29","1.34B","-0.09%"
"2016年10月28日","22,954.81","23,088.83","23,157.73","22,847.73","1.25B","-0.77%"
"2016年10月27日","23,132.35","23,347.19","23,352.62","23,002.53","1.60B","-0.83%"
"2016年10月26日","23,325.43","23,396.14","23,464.03","23,310.23","1.06B","-1.02%"
"2016年10月25日","23,565.11","23,581.69","23,631.34","23,506.64","1.22B","-0.17%"
"2016年10月24日","23,604.08","23,431.63","23,620.09","23,235.61","1.86B","0.98%"
"2016年10月20日","23,374.40","23,412.68","23,500.82","23,360.55","1.12B","0.30%"
"2016年10月19日","23,304.97","23,393.80","23,445.56","23,234.67","1.04B","-0.38%"
"2016年10月18日","23,394.39","23,130.20","23,402.89","23,130.20","1.42B","1.55%"
"2016年10月17日","23,037.54","23,164.54","23,177.19","22,978.01","1.16B","-0.84%"
"2016年10月14日","23,233.31","23,119.96","23,318.36","23,087.14","1.55B","0.88%"
"2016年10月13日","23,031.30","23,300.38","23,347.97","23,006.12","2.02B","-1.61%"
"2016年10月12日","23,407.05","23,386.92","23,444.67","23,267.63","1.90B","-0.60%"
"2016年10月11日","23,549.52","24,013.84","24,064.50","23,441.07","2.22B","-1.27%"
"2016年10月7日","23,851.82","23,948.95","23,948.95","23,770.14","1.17B","-0.42%"
"2016年10月6日","23,952.50","23,859.41","24,004.09","23,826.45","1.77B","0.69%"
"2016年10月5日","23,788.31","23,619.91","23,847.46","23,566.22","1.34B","0.42%"
"2016年10月4日","23,689.44","23,665.35","23,689.44","23,518.56","1.04B","0.45%"
"2016年10月3日","23,584.43","23,652.83","23,698.30","23,500.71","982.85M","1.23%"
"2016年9月30日","23,297.15","23,435.29","23,484.37","23,239.36","1.73B","-1.86%"
"2016年9月29日","23,739.47","23,828.60","23,828.60","23,607.99","1.66B","0.51%"
"2016年9月28日","23,619.65","23,455.73","23,619.65","23,370.44","1.57B","0.20%"
"2016年9月27日","23,571.90","23,356.03","23,646.03","23,295.05","1.87B","1.09%"
"2016年9月26日","23,317.92","23,554.83","23,563.50","23,276.13","1.70B","-1.56%"
"2016年9月23日","23,686.48","23,836.60","23,846.71","23,628.64","1.93B","-0.31%"
"2016年9月22日","23,759.80","23,920.18","24,058.65","23,683.58","2.40B","0.38%"
"2016年9月21日","23,669.90","23,522.86","23,729.02","23,436.23","1.68B","0.59%"
"2016年9月20日","23,530.86","23,494.01","23,556.06","23,397.13","1.53B","-0.08%"
"2016年9月19日","23,550.45","23,486.62","23,625.92","23,394.95","2.12B","0.92%"
"2016年9月15日","23,335.59","23,237.20","23,471.48","23,194.37","1.75B","0.63%"
"2016年9月14日","23,190.64","23,225.58","23,371.53","23,155.73","1.52B","-0.11%"
"2016年9月13日","23,215.76","23,564.13","23,652.41","23,196.49","1.67B","-0.32%"
"2016年9月12日","23,290.60","23,596.03","23,625.37","23,290.60","2.61B","-3.36%"
"2016年9月9日","24,099.70","23,924.77","24,364.00","23,914.73","2.86B","0.75%"
"2016年9月8日","23,919.34","23,704.36","23,928.93","23,663.59","1.74B","0.75%"
"2016年9月7日","23,741.81","23,785.23","23,830.75","23,695.68","2.00B","-0.19%"
"2016年9月6日","23,787.68","23,683.28","23,787.68","23,548.55","1.89B","0.58%"
"2016年9月5日","23,649.55","23,576.31","23,688.41","23,530.36","1.97B","1.65%"
"2016年9月2日","23,266.70","23,157.01","23,306.48","23,152.79","2.59B","0.45%"
"2016年9月1日","23,162.34","22,897.16","23,193.03","22,843.42","2.17B","0.81%"
"2016年8月31日","22,976.88","23,043.08","23,063.15","22,939.87","1.93B","-0.17%"
"2016年8月30日","23,016.11","22,945.08","23,073.52","22,898.78","1.64B","0.85%"
"2016年8月29日","22,821.34","22,904.20","22,922.68","22,762.73","1.30B","-0.38%"
"2016年8月26日","22,909.54","22,827.22","22,997.40","22,827.22","1.65B","0.41%"
"2016年8月25日","22,814.95","22,814.37","22,898.12","22,735.03","1.63B","-0.03%"
"2016年8月24日","22,820.78","23,010.63","23,036.07","22,702.61","1.82B","-0.77%"
"2016年8月23日","22,998.93","22,927.47","22,998.93","22,854.35","1.57B","0.00%"
"2016年8月22日","22,997.91","22,941.53","23,005.16","22,792.42","1.77B","0.26%"
